Stkcd,Accper,Typrep,B001000000,B001100000,B001101000,B001200000,B001201000,B001207000,B001209000,B001210000,B001211000,B001212000,A002000000,A001000000,Indnme,Nindnme
300126,2019-6-30,A,3121760.81,258544838.7,258544838.7,271267365.7,213701053.2,2602286.31,22373603.83,28945258.41,1806721.32,1838442.68,179949231.0,1145278788.0,工业,普通机械制造业
300404,2019-6-30,A,3437082.28,93316182.27,93316182.27,92521920.36,52711542.95,656159.19,5833543.64,27871507.18,-19006.54,5468173.94,184047481.6,610039290.9,公用事业,专业、科研服务业
2484,2019-6-30,A,140867818.4,955710516.2,955710516.2,836212512.2,668848887.8,8755954.16,41135824.32,117560186.4,-1432797.45,1344456.94,692167571.7,4185722677.0,工业,信息技术业
603728,2019-6-30,A,81136293.24,976055063.1,976055063.1,906094860.7,607938695.8,2472912.83,92223174.77,196971964.6,1060380.59,5427732.18,671953566.9,2580224478.0,工业,电器机械及器材制造业
603701,2019-6-30,A,38358927.58,236426090.9,236426090.9,205950348.0,163788838.9,1845060.94,9795942.37,25633961.07,-789607.01,5676151.73,211988623.9,882584507.0,工业,电器机械及器材制造业
603703,2019-6-30,A,11270302.28,375253398.7,375253398.7,373552706.9,282056172.3,4506427.38,16442268.33,61759138.6,10270859.05,-1482158.77,694408672.8,1241667697.0,工业,电器机械及器材制造业
603908,2019-6-30,A,49083512.95,327395146.3,327395146.3,285430317.6,234480847.0,1447560.53,26454870.69,23424748.69,-4518226.35,4140517.08,262774880.8,703171503.7,工业,服装及其他纤维制品制造业
603833,2019-6-30,A,745984296.4,5510024376.0,5510024376.0,4809290027.0,3437102606.0,41149147.72,616358481.6,695684639.9,7705026.19,11290125.23,4577389991.0,12466166638.0,工业,家具制造业
603808,2019-6-30,A,294545530.2,1266292332.0,1266292332.0,987105347.2,417477774.2,10030177.94,383273942.1,171750233.3,-1039028.05,5612247.71,1047798054.0,3811434525.0,工业,服装及其他纤维制品制造业
603937,2019-6-30,A,74290701.77,616625430.4,616625430.4,549669147.4,514779395.4,2499528.87,11089537.03,22659336.11,-871215.97,-487434.02,339481819.5,1697414204.0,工业,金属制品业
603978,2019-6-30,A,68498130.75,521841491.2,521841491.2,458961638.3,403509149.6,2532599.64,11868416.81,35500655.51,3073266.71,2477550.07,493050235.8,1962365832.0,工业,有色金属冶炼及压延加工业
603618,2019-6-30,A,76408104.61,2150968085.0,2150968085.0,2074488269.0,1763432245.0,7696538.83,107741157.0,111264639.0,50759888.91,33593800.49,3616268628.0,6238626372.0,工业,电器机械及器材制造业
603985,2019-6-30,A,76062111.01,635661462.9,635661462.9,562361241.1,481911566.4,4089819.78,16699688.5,43818030.89,8260150.57,7581984.91,743322733.9,1924278907.0,工业,金属制品业
603520,2019-6-30,A,120742489.9,635860286.3,635860286.3,519216916.5,371243922.7,7505831.91,4895622.36,94622821.77,39049889.66,1898828.02,2282954876.0,3258986551.0,工业,医药制造业
300620,2019-6-30,A,28223789.9,179042675.2,179042675.2,157716905.5,108370447.8,1153899.2,6232499.6,44220998.4,-3624894.63,1363955.16,222400116.4,803939310.8,工业,信息技术业
300681,2019-6-30,A,-38993679.02,149142512.3,149142512.3,194047090.1,135522852.8,305993.11,18766927.46,35280997.78,5867625.06,-1697306.04,296216237.3,905891799.7,工业,电器机械及器材制造业
603587,2019-6-30,A,453969837.9,1110795347.0,1110795347.0,714330228.2,266194169.0,12594442.74,353659954.4,94306375.65,-32574243.06,20149529.52,453596703.5,3479418980.0,工业,服装及其他纤维制品制造业
2110,2019-6-30,A,2876664872.0,18919889058.0,18919889058.0,16120660255.0,15279138139.0,112651175.6,59971701.3,663765778.4,-7050538.76,12183998.83,9338310193.0,26653393728.0,工业,黑色金属冶炼及压延加工业
721,2019-6-30,A,-17035101.59,262201284.6,262201284.6,279988164.7,180718156.3,3434162.32,83829605.87,10718787.74,1184452.95,102999.54,499174958.2,1152548481.0,商业,餐饮业
2334,2019-6-30,A,-23968382.39,1061412177.0,1061412177.0,1054915110.0,675981814.1,7317083.56,124339672.7,230588900.3,10283546.88,6404092.99,1327403219.0,3316951653.0,工业,电器机械及器材制造业
300711,2019-6-30,A,-14717784.94,64694541.9,64694541.9,80841140.14,32580240.2,834335.17,15718755.38,25903080.8,-4129125.98,9933854.57,93539184.8,636148004.4,工业,信息技术业
2581,2019-6-30,A,34677471.15,299601012.4,299601012.4,331225354.3,37088949.61,3924370.18,193157614.9,79159667.32,11923304.24,5971448.04,1171734986.0,4030298670.0,工业,医药制造业
300595,2019-6-30,A,132237041.4,262477045.3,262477045.3,152150156.9,57611724.61,3356877.49,55802302.5,34206236.62,-500206.46,1673222.14,153202674.1,1348337167.0,工业,专用设备制造业
2306,2019-6-30,A,-10513546.25,39556991.2,39556991.2,50178612.7,22749702.25,112864.56,12607735.33,14693631.83,-12099.21,26777.94,55688263.55,68973879.99,商业,餐饮业
2486,2019-6-30,A,11091206.9,443991390.8,443991390.8,442571544.1,351684590.7,602811.01,56092614.41,32024056.76,-1975791.88,4143263.07,176112597.3,1111731638.0,工业,服装及其他纤维制品制造业
300519,2019-6-30,A,50796319.52,137382400.2,137382400.2,89656956.83,63269844.27,2442206.18,13999824.76,16363428.82,-6513125.25,94778.05,57353141.73,806030629.6,工业,医药制造业
838,2019-6-30,A,-42982325.56,486072969.8,486072969.8,531319887.9,377791035.8,9995193.38,64280338.85,73316525.41,7069429.07,-1132634.64,12872110376.0,15364860551.0,房地产,房地产业
727,2019-6-30,A,-1627108799.0,2349868396.0,2349868396.0,3985247400.0,3101061970.0,32348702.75,43895980.63,213283852.8,319012449.2,275644444.6,16149342620.0,31253801448.0,工业,信息技术业
300196,2019-6-30,A,168816520.5,1084785805.0,1084785805.0,924999998.6,764566431.5,9446880.91,58410292.44,86645526.5,2484662.22,3446204.95,540000316.3,3127296964.0,工业,非金属矿物制品业
300434,2019-6-30,A,67152750.91,419719990.6,419719990.6,355051161.3,156771561.2,10199519.4,115793892.2,72072712.54,-1273186.26,1486662.24,333543121.4,3036313067.0,工业,医药制造业
2889,2019-6-30,A,98354780.28,6045317328.0,6045317328.0,5956312067.0,5921530947.0,1592853.32,4302695.94,21167068.95,11026467.44,-3307965.29,7108154239.0,8620814350.0,公用事业,其他社会服务业
300735,2019-6-30,A,223716786.9,1057040976.0,1057040976.0,858837093.5,739366154.1,9113915.61,10949401.0,100377523.4,-4673270.91,3703370.39,390255188.9,2330693115.0,工业,信息技术业
600458,2019-6-30,A,32234298.33,5124892885.0,5124892885.0,5117246312.0,4250824993.0,14388357.7,226159971.5,561317327.5,55888265.12,8667398.07,10652803164.0,15407438588.0,工业,石油、化学、塑胶、塑料
886,2019-6-30,A,60195820.2,103683351.7,103683351.7,82349874.18,36617122.05,12379841.77,5597135.52,32389858.2,-4363953.99,-270129.37,478415410.0,3254099915.0,房地产,房地产业
600479,2019-6-30,A,124514884.1,1691640823.0,1691640823.0,1579032376.0,941776683.9,18214569.86,489434659.3,132273063.2,-15676784.56,13010184.81,1134439194.0,3515987837.0,工业,医药制造业
2590,2019-6-30,A,31066109.13,1065916339.0,1065916339.0,1076090502.0,835110707.9,7396625.4,76372090.02,112734235.3,10948357.22,33528485.7,1660425098.0,3526371890.0,工业,交通运输设备制造业
600475,2019-6-30,A,366717154.0,3757573390.0,3757573390.0,3609511965.0,3204885900.0,20447743.82,59382774.89,307627662.6,3293273.66,13874610.37,6316410969.0,11809107114.0,工业,普通机械制造业
300040,2019-6-30,A,36541939.38,272339418.9,272339418.9,264663096.9,150762595.6,4849192.4,20481358.27,44910426.42,37860239.04,5799285.15,1775507191.0,3732848321.0,工业,电器机械及器材制造业
2235,2019-6-30,A,99977657.53,197532021.6,197532021.6,203510921.1,133667837.0,1506393.26,18110443.92,40415865.03,3744585.72,6065796.19,354034827.4,2492965966.0,公用事业,计算机应用服务业
687,2019-6-30,A,-79489032.69,435274272.8,435274272.8,542505759.7,375941448.3,1210042.85,23104109.65,108687728.4,36758941.22,-3196510.78,2750580263.0,3734248713.0,工业,信息技术业
2042,2019-6-30,A,392540852.4,7348666615.0,7348666615.0,7185453118.0,6623634191.0,37316470.48,118397801.9,278072213.9,134362447.8,-6330007.67,11067938902.0,17602635151.0,工业,纺织业
610,2019-6-30,A,-5640069.52,360408831.8,360408831.8,369818729.8,338741835.1,3052871.61,17118110.02,12452903.12,-2280438.79,733448.75,284112736.4,1143381865.0,公用事业,公共设施服务业
631,2019-6-30,A,577437058.6,1035882797.0,1035882797.0,663362026.6,628490006.6,48502060.08,22121867.11,23245062.76,-11041254.15,-47955715.8,3516269856.0,9932310886.0,房地产,房地产业
2789,2019-6-30,A,54667681.22,1402471883.0,1402471883.0,1354389086.0,1175567685.0,8807426.18,10253893.67,66970848.32,64622093.68,28167138.43,2879989406.0,4159999041.0,综合,装修装饰业
300277,2019-6-30,A,8553483.85,118705776.5,118705776.5,113375098.3,89586065.22,838329.45,5949422.71,22519079.33,-2024033.5,-3493764.87,245509720.5,722817063.3,公用事业,计算机应用服务业
300002,2019-6-30,A,-240432324.3,652634066.3,652634066.3,912782441.0,182893483.4,7865115.77,258287770.0,389681450.5,16771497.02,57283124.28,1400146047.0,6391196381.0,公用事业,计算机应用服务业
600172,2019-6-30,A,36478546.14,1657774515.0,1657774515.0,1645828465.0,1265600802.0,13533620.5,41145687.92,150656144.4,175165240.8,-273031.07,7480152775.0,11974965430.0,工业,非金属矿物制品业
600622,2019-6-30,A,370294572.7,2327000577.0,2327000577.0,2100625195.0,1501698545.0,115666157.7,79424412.48,166244061.7,237644344.3,-52325.43,15135473163.0,23681090675.0,房地产,房地产业
601098,2019-6-30,A,734385903.1,4364946266.0,4364946266.0,3733484584.0,2505534938.0,22631043.07,593227513.8,534991342.0,-58514650.8,135614397.9,6287742620.0,20093068664.0,公用事业,出版业
300766,2019-6-30,A,102215765.0,250133521.2,250133521.2,160974525.6,60224036.75,1895784.5,30341314.1,73041970.5,-7309945.68,2781365.39,66341292.61,1743494240.0,公用事业,计算机应用服务业
785,2019-6-30,A,168355036.9,2053247281.0,2053247281.0,1890954441.0,1543078247.0,29892504.87,22612391.03,293741493.2,2256377.22,-626572.4,1206691830.0,2664037743.0,商业,零售业
682,2019-6-30,A,123829152.8,1394113548.0,1394113548.0,1287987631.0,926695433.7,9422774.25,149658217.5,218719293.8,-22793140.8,6285052.97,1870251553.0,5257780112.0,公用事业,计算机应用服务业
600421,2019-6-30,A,-4531583.78,3962549.73,3962549.73,8147410.33,1880346.0,131653.62,177357.26,5836648.73,110227.67,11177.05,39620732.7,46923722.97,工业,普通机械制造业
600729,2019-6-30,A,804775072.6,18195420522.0,18195420522.0,17515056346.0,14889716253.0,125121763.7,1798027907.0,566666216.7,22830338.34,112693866.4,7263929633.0,13401005037.0,商业,零售业
300374,2019-6-30,A,27011374.73,319290313.0,319290313.0,304915941.0,227597199.1,5663361.23,3209956.4,43138369.89,13055097.04,12251957.37,1336465946.0,2821187613.0,工业,非金属矿物制品业
601858,2019-6-30,A,135576789.8,1035968303.0,1035968303.0,914894290.7,722006916.3,3909685.14,62136430.28,102593829.2,-30726553.36,54973983.17,1445310400.0,5149313403.0,公用事业,出版业
300713,2019-6-30,A,265557.59,129525019.9,129525019.9,137934916.0,88327709.98,733878.84,14576345.39,35521095.5,-2464573.14,1240459.46,228512889.0,984970010.7,工业,电器机械及器材制造业
601880,2019-6-30,A,454982863.9,3221965028.0,3221965028.0,2988880866.0,2340452074.0,27619854.29,160580.24,331814075.5,288048192.0,786089.62,15290738041.0,36292878029.0,公用事业,水上运输业
601606,2019-6-30,A,13752195.24,534005997.2,534005997.2,529654766.3,362762912.8,1720539.9,21220787.56,135803319.9,5332029.61,2815176.53,1297369006.0,3505053790.0,工业,其他制造业
2298,2019-6-30,A,127187975.4,1237429229.0,1237429229.0,1119194029.0,874113355.6,9727418.84,111342569.9,123064460.9,11220372.81,-10274148.69,1856058822.0,6331764030.0,公用事业,计算机应用服务业
600589,2019-6-30,A,332818905.2,718568845.7,718568845.7,634756166.0,515716598.4,3577173.6,9014673.84,60316192.66,45319999.79,811527.72,2160988939.0,5641833920.0,工业,化学原料及化学制品制造业
300768,2019-6-30,A,102200375.0,343761447.6,343761447.6,280845450.0,105293652.0,5801049.29,99143265.76,91751421.85,-18969997.35,-2173941.55,338424495.3,1877072511.0,公用事业,计算机应用服务业
601799,2019-6-30,A,395768626.6,2707218281.0,2707218281.0,2356984251.0,2072352741.0,17840773.94,60467774.74,173802351.3,-156034.29,32676645.03,2924658478.0,7359333738.0,工业,交通运输设备制造业
603016,2019-6-30,A,39845086.72,219822400.4,219822400.4,185268686.4,134691653.7,2748307.19,10317550.23,37676261.87,-1417939.7,1252853.08,104949513.3,987370591.5,工业,电器机械及器材制造业
603121,2019-6-30,A,57614854.09,296304378.0,296304378.0,253044517.1,177425605.7,2419054.89,10048962.49,60656328.9,-368051.46,2862616.56,291660332.9,1351062464.0,工业,交通运输设备制造业
603188,2019-6-30,A,55661333.7,809659597.4,809659597.4,772778332.5,449783786.8,12838606.3,19508505.75,270922832.2,11542391.25,8182210.29,1421724195.0,4754096743.0,工业,化学原料及化学制品制造业
603200,2019-6-30,A,47669562.73,269442145.6,269442145.6,227711617.2,176820858.7,1000920.48,7578185.41,46261855.29,-3624463.45,-325739.23,194111201.8,1001674516.0,公用事业,其他社会服务业
603258,2019-6-30,A,102333327.9,293780650.0,293780650.0,211269135.2,47746211.92,2727113.82,65853851.22,96767192.56,-3295417.74,1470183.46,452078143.2,2228384598.0,公用事业,计算机应用服务业
603266,2019-6-30,A,33711491.83,421428376.3,421428376.3,394836680.7,318137533.7,2779180.9,17277062.55,58300274.22,-683097.27,-974273.42,221122725.6,1077392258.0,工业,石油、化学、塑胶、塑料
2569,2019-6-30,A,-4450586.15,180707847.9,180707847.9,188532655.0,128537940.4,829857.46,24339603.63,23570894.45,-396407.95,11650766.96,306810775.4,605538338.7,工业,服装及其他纤维制品制造业
603003,2019-6-30,A,-7286834.13,5626066198.0,5626066198.0,5649526379.0,5575743989.0,5124726.94,7719088.74,37153723.8,30086465.06,-6301614.43,1903893961.0,5924805822.0,商业,批发和零售贸易
300243,2019-6-30,A,52899306.15,609724439.9,609724439.9,560696676.6,451973466.8,3903988.48,58446318.56,33020510.55,7813750.85,5538641.34,431362373.9,1072291458.0,工业,化学原料及化学制品制造业
300529,2019-6-30,A,360089374.3,658847826.7,658847826.7,338368152.6,94528274.68,11131787.18,159793262.6,75249684.76,-5338219.12,3003362.49,315572132.9,2199104812.0,工业,专用设备制造业
2425,2019-6-30,A,194114960.3,432417419.7,432417419.7,241691058.4,114345467.9,2102351.32,13117241.56,86046256.53,20379526.4,5700214.67,992899404.7,5040625622.0,公用事业,计算机应用服务业
603028,2019-6-30,A,6636926.52,287103727.8,287103727.8,284422855.3,235172890.9,3152081.16,7906337.91,33000785.93,3671846.87,1518912.47,223390838.6,922033030.5,工业,金属制品业
300606,2019-6-30,A,37353502.6,198182694.0,198182694.0,163844633.6,138740023.5,1452164.15,5977300.83,15223801.37,-322840.27,2774184.08,154721262.5,760030989.0,工业,非金属矿物制品业
2859,2019-6-30,A,59992255.32,381560868.1,381560868.1,324073384.6,250138599.0,4412545.73,18445441.69,62099730.72,-295683.32,-10727249.16,421079076.5,1986679441.0,工业,信息技术业
603233,2019-6-30,A,513124477.8,5252419645.0,5252419645.0,4754152824.0,3151343492.0,30655335.73,1333302138.0,213409570.9,14884956.41,10557331.53,4297945168.0,7697734482.0,商业,零售业
2470,2019-6-30,A,480239941.9,7776974766.0,7776974766.0,7342737515.0,5901957092.0,23514583.77,1008608496.0,384410350.0,12174438.69,12072554.56,12310827067.0,25216554232.0,工业,化学原料及化学制品制造业
300009,2019-6-30,A,167682385.1,763110832.5,763110832.5,595449918.7,155028208.7,7825496.7,321002303.1,106118082.6,1847773.3,3628054.32,527498434.4,3182851537.0,工业,医药制造业
300486,2019-6-30,A,34939734.89,320007745.3,320007745.3,288387912.4,229661086.9,2942940.45,8312059.68,43449218.82,4245934.95,-223328.4,874416357.9,2218649221.0,工业,专用设备制造业
963,2019-6-30,A,1995103281.0,18248667617.0,18248667617.0,16446613108.0,12163207616.0,105568634.4,3053727532.0,995326743.0,68335997.6,60446586.14,9831146179.0,21387663891.0,商业,零售业
2642,2019-6-30,A,24812090.18,1255874772.0,1255874772.0,1243404056.0,1007013221.0,4549797.52,51210327.03,161710859.0,13435514.24,5484337.95,1233564914.0,4044313935.0,公用事业,计算机应用服务业
603639,2019-6-30,A,238761929.7,1430357055.0,1430357055.0,1196825704.0,964344162.8,4935260.2,95293301.16,115444462.3,-3548015.31,20356532.99,975554416.9,3147359619.0,工业,化学原料及化学制品制造业
603339,2019-6-30,A,74696842.34,625566956.1,625566956.1,554885198.0,484773469.8,3040295.64,18000925.54,54067319.65,-5739053.87,742241.25,624541323.5,2314965307.0,工业,普通机械制造业
300669,2019-6-30,A,26263380.37,152965645.1,152965645.1,131036962.2,101100101.2,1240858.29,6364290.26,21116757.68,-177589.92,1392544.75,57973006.56,534709979.9,工业,普通机械制造业
948,2019-6-30,A,-38902881.15,1204291806.0,1204291806.0,1257156939.0,940013820.1,6502624.87,100388421.8,191786486.6,5775291.65,12690294.08,1504745537.0,3228771432.0,公用事业,计算机应用服务业
300492,2019-6-30,A,14980781.72,102525363.2,102525363.2,92448005.07,68563702.41,928822.8,2394411.42,12670789.65,241682.34,7648596.45,87642063.87,373152912.7,公用事业,专业、科研服务业
967,2019-6-30,A,790210838.0,6114686348.0,6114686348.0,5430082034.0,4577172888.0,29037650.85,369590028.2,302266501.1,7392461.4,144622504.3,10648349260.0,25879842417.0,公用事业,其他社会服务业
300662,2019-6-30,A,103785451.0,1674617841.0,1674617841.0,1585829088.0,1444761470.0,8110123.38,52352500.79,77668148.0,1060366.79,1876478.35,615533731.3,1501490259.0,公用事业,其他社会服务业
2472,2019-6-30,A,85724972.15,1541645626.0,1541645626.0,1486181228.0,1237118571.0,5509719.45,50752969.99,120406336.6,66577983.8,5815646.88,4391424913.0,8122378350.0,工业,普通机械制造业
2595,2019-6-30,A,444135791.6,1969415746.0,1969415746.0,1539176032.0,1340006704.0,24873433.31,29039810.19,138006332.7,10608719.41,-3358967.26,1617310079.0,6057212478.0,工业,专用设备制造业
300737,2019-6-30,A,203242239.9,1974319569.0,1974319569.0,1793405249.0,1315426280.0,14017986.97,245896526.4,154931195.5,16851760.74,46281499.14,2478832111.0,5532597593.0,工业,非金属矿物制品业
2178,2019-6-30,A,-24011894.51,403143829.8,402560810.9,434089422.2,337502749.1,1920836.68,7716732.24,74426674.65,1551999.02,10970430.53,824480523.4,1823386592.0,公用事业,专业、科研服务业
2260,2019-6-30,A,-3526295.94,179446198.6,179446198.6,191210393.9,144574211.0,856278.19,7589044.84,31438005.1,6106965.43,645889.29,680514380.4,330251014.8,工业,电器机械及器材制造业
2428,2019-6-30,A,-8754497.07,229643024.7,229643024.7,243986608.0,198648564.4,2615138.5,2222702.57,35175917.54,9208561.75,-3884276.85,607910300.1,2135596443.0,工业,有色金属冶炼及压延加工业
603938,2019-6-30,A,72058713.61,600325349.2,600325349.2,534998475.2,437464887.2,5192817.6,57866035.61,37504464.26,-1908060.85,-1121668.66,101963670.8,1213828898.0,工业,化学原料及化学制品制造业
603888,2019-6-30,A,117872369.2,598541364.6,598541364.6,542438365.2,351130557.9,9357971.51,109465122.3,71203433.48,-13241905.65,14523185.72,1063070744.0,3848241992.0,公用事业,计算机应用服务业
603819,2019-6-30,A,22098508.62,558099290.9,558099290.9,537414762.8,486597597.3,3605269.54,12062529.85,24620927.08,6898719.24,3629719.84,593053810.8,1315665142.0,工业,电器机械及器材制造业
2803,2019-6-30,A,177426640.8,1394760941.0,1394760941.0,1228525919.0,796239368.6,5456505.32,338843267.5,72113153.52,13003978.81,2869645.59,1054903005.0,2332167453.0,公用事业,计算机应用服务业
603970,2019-6-30,A,126196320.0,2623083541.0,2623083541.0,2512892968.0,2352661171.0,1639080.52,93045432.98,34182736.4,23655040.23,7709506.9,2305518728.0,3319337411.0,商业,批发和零售贸易
2913,2019-6-30,A,116245520.0,1055514752.0,1055514752.0,957383752.4,792289755.8,8202130.33,49141191.05,110180274.9,-768926.68,-1660672.96,792785683.1,3024925290.0,工业,信息技术业
300724,2019-6-30,A,266558135.8,1218286126.0,1218286126.0,993268069.5,809364584.6,7303546.31,74691481.63,82497229.78,-501272.32,19912499.42,2774426620.0,5171926994.0,工业,电器机械及器材制造业
603680,2019-6-30,A,196680756.8,1758812535.0,1758812535.0,1633149143.0,1224549639.0,20811031.14,101784766.7,233001565.5,42236003.82,10766136.7,4543246954.0,8457522237.0,工业,交通运输设备制造业
2341,2019-6-30,A,10570953.94,1447621048.0,1447621048.0,1485682361.0,1174474308.0,11695113.42,69044559.55,135456061.9,86029018.58,8983299.84,4473994582.0,9592080605.0,工业,化学原料及化学制品制造业
2753,2019-6-30,A,62928403.45,1435901985.0,1435901985.0,1376658305.0,1228994440.0,3932534.05,78472642.13,45777716.12,11717872.75,7763100.41,616287316.5,2059957221.0,工业,化学原料及化学制品制造业
603590,2019-6-30,A,167449580.0,543569726.1,543569726.1,399213930.9,27534191.78,8913351.94,319504515.8,71481384.43,-31602698.56,3383185.52,478545603.5,3023840217.0,工业,医药制造业
2614,2019-6-30,A,118891320.4,2451906049.0,2451906049.0,2367152683.0,1549635022.0,11215468.24,504003887.8,298574250.5,-10175818.19,13899871.87,2206794525.0,5549317223.0,工业,电器机械及器材制造业
2148,2019-6-30,A,7962253.57,87722842.0,87722842.0,95898729.59,40591423.91,5690948.62,13892107.68,34351762.44,-304289.9,1676776.84,99184908.27,1270566638.0,公用事业,计算机应用服务业
603858,2019-6-30,A,1089467765.0,6404750766.0,6404750766.0,5498030197.0,1052489550.0,106732305.8,3838372251.0,472699472.9,58484979.23,-30748361.58,7040606029.0,19666899761.0,工业,医药制造业
2806,2019-6-30,A,2719936.46,276188493.6,276188493.6,281194058.6,214260828.7,1517890.39,18828264.23,39695488.8,6911566.47,-19980.01,484599075.5,1744652355.0,工业,信息技术业
300752,2019-6-30,A,71012916.27,781960064.1,781960064.1,724009340.9,637103819.2,3600090.64,9717076.88,64690732.57,-4594675.27,13492296.89,816243852.1,1604020645.0,工业,信息技术业
300716,2019-6-30,A,24058604.67,874108684.4,874108684.4,850006116.7,760415394.9,2910340.55,14099289.38,58948993.35,8191770.94,5440327.6,777614850.6,1688364948.0,工业,石油、化学、塑胶、塑料
603779,2019-6-30,A,31708233.81,367185464.8,367185464.8,333742461.2,152568196.4,29269318.91,111982226.4,25544920.31,12813672.43,1564126.74,739232205.8,2139993492.0,工业,饮料制造业
2813,2019-6-30,A,-56839128.19,303983374.7,303983374.7,362983996.7,270527055.8,1990787.16,33456271.25,50722131.82,6175003.9,112746.77,838135815.7,1448152015.0,工业,信息技术业
926,2019-6-30,A,673179443.4,5162615505.0,5162615505.0,4519803045.0,3639800421.0,308702039.9,127417844.6,195615827.6,216074210.8,32192700.85,36649367920.0,49089943956.0,房地产,房地产业
300491,2019-6-30,A,8624050.46,108019227.2,108019227.2,103528776.9,59681209.61,1758394.37,9532179.23,31018196.75,23267.86,1515529.12,160728186.9,814358783.1,工业,电器机械及器材制造业
603896,2019-6-30,A,46617882.45,254474994.7,254474994.7,218923550.0,39040139.14,2553821.24,109422586.0,70811897.06,-1812627.53,-1092265.83,174989455.6,1228272513.0,工业,医药制造业
300742,2019-6-30,A,8902723.41,162581441.7,162581441.7,194845535.2,104697340.3,1367425.0,11105517.07,56402251.56,15941441.16,5331560.15,1207315588.0,2346363790.0,工业,交通运输设备制造业
603655,2019-6-30,A,11132581.74,73280756.57,73280756.57,64561221.78,42497918.49,1396914.8,2482620.25,18266861.18,-609157.74,526064.8,25254488.47,505083911.0,工业,石油、化学、塑胶、塑料
300640,2019-6-30,A,24680354.34,279342549.4,279342549.4,258366880.0,217058667.2,351456.92,20899398.25,20921603.9,-971101.27,106855.03,98394535.67,399914777.4,工业,文教体育用品制造业
300366,2019-6-30,A,51172325.87,646317860.7,646317860.7,603854767.5,500969139.5,1867256.74,15296988.1,89244054.82,15487558.6,-19010230.25,1336865409.0,3711266656.0,公用事业,计算机应用服务业
300720,2019-6-30,A,19676670.67,73479190.77,73479190.77,55692923.99,28787778.41,1067910.88,7324749.27,17033548.75,9141.23,1469795.45,36017960.85,488279626.6,工业,仪器仪表及文化、办公用机械制造业
300052,2019-6-30,A,24533390.98,181068133.7,181068133.7,165449452.8,73932187.72,300630.6,46218051.03,41175816.93,4895825.49,-1073058.98,630304951.5,1449717776.0,公用事业,计算机应用服务业
600090,2019-6-30,A,397952257.0,5397454567.0,5397454567.0,5008670845.0,4708805014.0,16678069.53,153811579.1,69185956.62,41146206.26,19044020.32,2728549925.0,9340262713.0,商业,批发和零售贸易
600234,2019-6-30,A,9631014.35,79291585.85,79291585.85,69781161.17,48130232.35,1739836.47,4519333.85,7599213.02,6399686.49,1392858.99,467865981.0,547233340.1,工业,信息技术业
600107,2019-6-30,A,47759193.36,219702987.5,219702987.5,225153649.7,136408537.4,3066446.12,57839972.12,22724164.03,5216720.47,-102190.41,410155729.6,1059028926.0,工业,服装及其他纤维制品制造业
600612,2019-6-30,A,1310034274.0,28105030188.0,28105030188.0,26749761357.0,25792051434.0,98875931.32,488536321.5,222496843.5,124051000.2,23749827.11,9487318253.0,17564536553.0,工业,其他制造业
900905,2019-6-30,A,1310034274.0,28105030188.0,28105030188.0,26749761357.0,25792051434.0,98875931.32,488536321.5,222496843.5,124051000.2,23749827.11,9487318253.0,17564536553.0,工业,其他制造业
600067,2019-6-30,A,431122960.0,3716572999.0,3716572999.0,3334703620.0,2546585248.0,358481189.6,88607712.8,195328140.9,117754669.4,27946659.9,16410165840.0,25110426205.0,房地产,房地产业
600010,2019-6-30,A,1439269663.0,30308767804.0,30308767804.0,28982944902.0,25603022629.0,309205930.1,1092462159.0,666864613.9,1304115392.0,7274177.49,91254376213.0,145151000000.0,工业,黑色金属冶炼及压延加工业
600056,2019-6-30,A,1121690586.0,16860206898.0,16860206898.0,15766855444.0,13450901895.0,62089055.46,1768651522.0,452717096.7,76993593.12,-44497718.45,16092065860.0,26630821423.0,工业,医药制造业
600006,2019-6-30,A,221422082.8,6761382314.0,6761382314.0,6802658690.0,5933596546.0,26386298.79,365885462.5,461478557.8,-10129804.67,25441629.71,11820891506.0,19346564864.0,工业,交通运输设备制造业
600818,2019-6-30,A,-33498526.67,296621912.8,296621912.8,334151683.9,260351378.9,742449.95,14536302.84,49039055.69,5938968.08,3543528.39,362987757.5,954641775.2,工业,交通运输设备制造业
900915,2019-6-30,A,-33498526.67,296621912.8,296621912.8,334151683.9,260351378.9,742449.95,14536302.84,49039055.69,5938968.08,3543528.39,362987757.5,954641775.2,工业,交通运输设备制造业
300304,2019-6-30,A,67045533.4,339133332.7,339133332.7,300447576.2,225679939.6,2504369.15,8207696.3,58137946.72,2742887.63,3174736.8,560708430.1,2546780769.0,工业,交通运输设备制造业
2822,2019-6-30,A,160942202.9,2255451294.0,2255451294.0,2104914030.0,1862698569.0,13507533.07,19320457.19,114284552.0,41422775.51,53680143.41,3311819758.0,5661611813.0,综合,装修装饰业
300290,2019-6-30,A,9865408.67,294783893.0,294783893.0,296236997.1,188190492.1,2609227.02,31961896.3,61180317.4,3411468.69,8883595.54,417713025.4,1481663110.0,公用事业,计算机应用服务业
300559,2019-6-30,A,104564731.0,291768269.6,291768269.6,197769179.4,134598417.6,2765426.12,20361409.74,34568022.58,-337896.19,5813799.57,225493568.1,1117037015.0,公用事业,计算机应用服务业
